From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	PubMed ID
RPS5	M0R0F0	unreviewed	M0R0F0_HUMAN	40S ribosomal protein S5	RPS5	Homo sapiens (Human)	200	translation [GO:0006412]	small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0015935	15057824; 19413330; 19608861; 21269460; 22223895; 23186163; 24275569; 25944712; 28112733
RPS5	M0R0R2	unreviewed	M0R0R2_HUMAN	40S ribosomal protein S5	RPS5	Homo sapiens (Human)	225	translation [GO:0006412]	small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0015935	15057824; 19413330; 19608861; 21269460; 22223895; 23186163; 24275569; 25944712; 28112733
PCP2	Q8IVA1	reviewed	PCP2_HUMAN	Purkinje cell protein 2 homolog	PCP2	Homo sapiens (Human)	136		guanyl-nucleotide exchange factor activity [GO:0005085]	GO:0005085	15057824; 15489334
PCP2	Q92729	reviewed	PTPRU_HUMAN	Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi)	PTPRU FMI PCP2 PTPRO	Homo sapiens (Human)	1446	animal organ regeneration [GO:0031100]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; homotypic cell-cell adhesion [GO:0034109]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; protein dephosphorylation [GO:0006470]; protein localization to cell surface [GO:0034394]; response to glucocorticoid [GO:0051384]; transmembrane receptor protein tyrosine phosphatase signaling pathway [GO:0007185]	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]; beta-catenin binding [GO:0008013]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; animal organ regeneration [GO:0031100]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; homotypic cell-cell adhesion [GO:0034109]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; protein dephosphorylation [GO:0006470]; protein localization to cell surface [GO:0034394]; response to glucocorticoid [GO:0051384]; transmembrane receptor protein tyrosine phosphatase signaling pathway [GO:0007185]	GO:0004725; GO:0005001; GO:0005886; GO:0005911; GO:0006470; GO:0007155; GO:0007185; GO:0008013; GO:0008285; GO:0030154; GO:0030336; GO:0031100; GO:0034109; GO:0034394; GO:0051384; GO:0090090; GO:2000049	8870675; 8700514; 9070223; 9434160; 16710414; 15489334; 10395944; 10397721; 12501215; 16574648; 17622474; 19690332; 23186163; 16959974
PCP2	Q8IUH7	unreviewed	Q8IUH7_HUMAN	Purkinje cell-specific protein 2 long isoform A	PCP2	Homo sapiens (Human)	28		GTPase regulator activity [GO:0030695]	GO:0030695	12399102
GPALPP1	Q8IXQ4	reviewed	GPAM1_HUMAN	GPALPP motifs-containing protein 1 (Lipopolysaccharide-specific response protein 7)	GPALPP1 KIAA1704 LSR7 AD029	Homo sapiens (Human)	340				11214970; 14702039; 15057823; 15489334; 17081983; 18669648; 19413330; 19690332; 21406692; 23186163; 24275569; 28112733
GPALPP1	A0A087WW86	unreviewed	A0A087WW86_HUMAN	GPALPP motifs-containing protein 1	GPALPP1	Homo sapiens (Human)	100				15057823; 19413330
GPALPP1	A0A0A0MRI1	unreviewed	A0A0A0MRI1_HUMAN	GPALPP motifs-containing protein 1	GPALPP1 KIAA1704 hCG_32794	Homo sapiens (Human)	338				11181995; 15057823; 17081983; 18669648; 19413330; 19690332; 21406692; 23186163; 24275569; 28112733
PPP1CC	P36873	reviewed	PP1G_HUMAN	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)	PPP1CC	Homo sapiens (Human)	323	cell cycle [GO:0007049]; cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; entrainment of circadian clock by photoperiod [GO:0043153]; glycogen metabolic process [GO:0005977]; MAPK cascade [GO:0000165]; neuron differentiation [GO:0030182]; positive regulation of glial cell proliferation [GO:0060252]; protein dephosphorylation [GO:0006470]; regulation of circadian rhythm [GO:0042752]; regulation of nucleocytoplasmic transport [GO:0046822]	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; kinetochore [GO:0000776]; midbody [GO:0030496]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; presynapse [GO:0098793]; protein phosphatase type 1 complex [GO:0000164]; protein-containing complex [GO:0032991]; PTW/PP1 phosphatase complex [GO:0072357]; lamin binding [GO:0005521]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; phosphatase activity [GO:0016791]; phosphoprotein phosphatase activity [GO:0004721]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein N-terminus binding [GO:0047485]; protein phosphatase 1 binding [GO:0008157]; protein serine/threonine phosphatase activity [GO:0004722]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; cell cycle [GO:0007049]; cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; entrainment of circadian clock by photoperiod [GO:0043153]; glycogen metabolic process [GO:0005977]; MAPK cascade [GO:0000165]; neuron differentiation [GO:0030182]; positive regulation of glial cell proliferation [GO:0060252]; protein dephosphorylation [GO:0006470]; regulation of circadian rhythm [GO:0042752]; regulation of nucleocytoplasmic transport [GO:0046822]	GO:0000164; GO:0000165; GO:0000776; GO:0003723; GO:0004721; GO:0004722; GO:0005521; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005856; GO:0005925; GO:0005977; GO:0006470; GO:0007049; GO:0008022; GO:0008157; GO:0016607; GO:0016791; GO:0017018; GO:0019901; GO:0019904; GO:0030182; GO:0030496; GO:0032154; GO:0032922; GO:0032991; GO:0042752; GO:0043153; GO:0043197; GO:0044877; GO:0046822; GO:0046872; GO:0047485; GO:0051301; GO:0060252; GO:0072357; GO:0098793; GO:0098978	8394140; 15489334; 8111128; 7556599; 9414128; 11739654; 11564868; 12226088; 12529430; 15659832; 15705855; 16492807; 17283141; 17936702; 17965019; 18669648; 19377461; 21269460; 22814378; 23186163; 24275569; 24336203; 20516061; 20926688; 21712997; 23789093; 23506001; 23846654; 23396208; 24867636; 25944712; 7500362; 11535607; 15280359
PPP1CC	A0A024RBP2	unreviewed	A0A024RBP2_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC hCG_38556	Homo sapiens (Human)	323	cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; entrainment of circadian clock by photoperiod [GO:0043153]; glycogen metabolic process [GO:0005977]; neuron differentiation [GO:0030182]; positive regulation of glial cell proliferation [GO:0060252]; protein dephosphorylation [GO:0006470]; regulation of nucleocytoplasmic transport [GO:0046822]	cleavage furrow [GO:0032154]; cytoskeleton [GO:0005856]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; midbody [GO:0030496]; mitochondrial outer membrane [GO:0005741]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; presynapse [GO:0098793]; protein phosphatase type 1 complex [GO:0000164]; lamin binding [GO:0005521]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein phosphatase 1 binding [GO:0008157]; protein-containing complex binding [GO:0044877]; cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; entrainment of circadian clock by photoperiod [GO:0043153]; glycogen metabolic process [GO:0005977]; neuron differentiation [GO:0030182]; positive regulation of glial cell proliferation [GO:0060252]; protein dephosphorylation [GO:0006470]; regulation of nucleocytoplasmic transport [GO:0046822]	GO:0000164; GO:0005521; GO:0005654; GO:0005730; GO:0005741; GO:0005856; GO:0005977; GO:0006470; GO:0008022; GO:0008157; GO:0017018; GO:0019904; GO:0030182; GO:0030496; GO:0032154; GO:0032922; GO:0043153; GO:0043197; GO:0044877; GO:0046822; GO:0046872; GO:0051301; GO:0060252; GO:0098793; GO:0098978	11181995
PPP1CC	A0A087WYY5	unreviewed	A0A087WYY5_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	Homo sapiens (Human)	140	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	GO:0005654; GO:0005730; GO:0005737; GO:0005977; GO:0017018; GO:0046872; GO:0051301	16541075; 21269460; 22814378; 25944712
PPP1CC	F8VR82	unreviewed	F8VR82_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	Homo sapiens (Human)	270	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	cleavage furrow [GO:0032154]; cytoskeleton [GO:0005856]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein phosphatase type 1 complex [GO:0000164]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	GO:0000164; GO:0005654; GO:0005730; GO:0005856; GO:0005977; GO:0017018; GO:0030496; GO:0032154; GO:0046872; GO:0051301	16541075; 21269460; 22814378; 25944712
PPP1CC	F8VYE8	unreviewed	F8VYE8_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	Homo sapiens (Human)	304	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]; protein dephosphorylation [GO:0006470]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein phosphatase type 1 complex [GO:0000164]; PTW/PP1 phosphatase complex [GO:0072357]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; cell division [GO:0051301]; glycogen metabolic process [GO:0005977]; protein dephosphorylation [GO:0006470]	GO:0000164; GO:0005654; GO:0005730; GO:0005977; GO:0006470; GO:0017018; GO:0046872; GO:0051301; GO:0072357	16541075; 21269460; 22814378; 25944712
PPP1CC	F8W0V8	unreviewed	F8W0V8_HUMAN	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (Protein phosphatase 1C catalytic subunit)	PPP1CC	Homo sapiens (Human)	54		cleavage furrow [GO:0032154]; cytoskeleton [GO:0005856]; midbody [GO:0030496]; protein phosphatase type 1 complex [GO:0000164]; myosin phosphatase activity [GO:0017018]	GO:0000164; GO:0005856; GO:0017018; GO:0030496; GO:0032154	16541075
PPP1CC	F8W0W8	unreviewed	F8W0W8_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	Homo sapiens (Human)	332	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	cleavage furrow [GO:0032154]; cytoskeleton [GO:0005856]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein phosphatase type 1 complex [GO:0000164]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	GO:0000164; GO:0005654; GO:0005730; GO:0005856; GO:0005977; GO:0017018; GO:0030496; GO:0032154; GO:0046872; GO:0051301	16541075; 18669648; 21269460; 23186163; 24275569; 25944712
PPP1CC	F8W1A0	unreviewed	F8W1A0_HUMAN	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	Homo sapiens (Human)	83		protein phosphatase type 1 complex [GO:0000164]; myosin phosphatase activity [GO:0017018]	GO:0000164; GO:0017018	16541075
PPP1CC	Q9UPN1	unreviewed	Q9UPN1_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	Homo sapiens (Human)	294	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	cleavage furrow [GO:0032154]; cytoskeleton [GO:0005856]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; protein phosphatase type 1 complex [GO:0000164]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; cell division [GO:0051301]; glycogen metabolic process [GO:0005977]	GO:0000164; GO:0005654; GO:0005730; GO:0005856; GO:0005977; GO:0017018; GO:0030496; GO:0032154; GO:0046872; GO:0051301	
OR14A16	Q8NHC5	reviewed	O14AG_HUMAN	Olfactory receptor 14A16 (Olfactory receptor 5AT1) (Olfactory receptor OR1-45)	OR14A16 OR5AT1	Homo sapiens (Human)	309		plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984]	GO:0004930; GO:0004984; GO:0005549; GO:0005886	14983052
OR14A16	A0A126GV53	unreviewed	A0A126GV53_HUMAN	Olfactory receptor	OR14A16	Homo sapiens (Human)	308		plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]	GO:0004930; GO:0004984; GO:0005886	
OR14A16	A0A126GWM6	unreviewed	A0A126GWM6_HUMAN	Olfactory receptor	OR14A16	Homo sapiens (Human)	309		plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]	GO:0004930; GO:0004984; GO:0005886	
OR14A16	A0A126GWP4	unreviewed	A0A126GWP4_HUMAN	Olfactory receptor	OR14A16	Homo sapiens (Human)	309		plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]	GO:0004930; GO:0004984; GO:0005886	
THSD1	Q9NS62	reviewed	THSD1_HUMAN	Thrombospondin type-1 domain-containing protein 1 (Transmembrane molecule with thrombospondin module)	THSD1 TMTSP UNQ3010/PRO9769	Homo sapiens (Human)	852	focal adhesion assembly [GO:0048041]	cell periphery [GO:0071944]; cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; extracellular matrix binding [GO:0050840]; focal adhesion assembly [GO:0048041]	GO:0005576; GO:0005768; GO:0005829; GO:0005925; GO:0010008; GO:0048041; GO:0050840; GO:0071944	12975309; 14702039; 15057823; 15489334; 27895300; 29069646
EPN1	Q9Y6I3	reviewed	EPN1_HUMAN	Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1)	EPN1	Homo sapiens (Human)	576	embryonic organ development [GO:0048568]; endocytosis [GO:0006897]; female pregnancy [GO:0007565]; in utero embryonic development [GO:0001701]; negative regulation of sprouting angiogenesis [GO:1903671]; Notch signaling pathway [GO:0007219]	clathrin vesicle coat [GO:0030125]; clathrin-coated pit [GO:0005905]; cytosol [GO:0005829]; endosome [GO:0005768]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; clathrin binding [GO:0030276]; molecular sequestering activity [GO:0140313]; phospholipid binding [GO:0005543]; embryonic organ development [GO:0048568]; endocytosis [GO:0006897]; female pregnancy [GO:0007565]; in utero embryonic development [GO:0001701]; negative regulation of sprouting angiogenesis [GO:1903671]; Notch signaling pathway [GO:0007219]	GO:0001701; GO:0005543; GO:0005634; GO:0005768; GO:0005829; GO:0005886; GO:0005905; GO:0006897; GO:0007219; GO:0007565; GO:0030125; GO:0030276; GO:0048568; GO:0140313; GO:1903671	10557078; 14702039; 15057824; 15489334; 10764745; 10393179; 12775724; 17081983; 16516836; 16964243; 19367720; 18199683; 18669648; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 25944712; 34927784; 12836669
EPN1	A0A024R4S1	unreviewed	A0A024R4S1_HUMAN	Epsin 1, isoform CRA_a	EPN1 hCG_92376	Homo sapiens (Human)	576	embryonic organ development [GO:0048568]; female pregnancy [GO:0007565]; in utero embryonic development [GO:0001701]; Notch signaling pathway [GO:0007219]	lipid binding [GO:0008289]; embryonic organ development [GO:0048568]; female pregnancy [GO:0007565]; in utero embryonic development [GO:0001701]; Notch signaling pathway [GO:0007219]	GO:0001701; GO:0007219; GO:0007565; GO:0008289; GO:0048568	11181995
EPN1	K7EMP4	unreviewed	K7EMP4_HUMAN	Epsin-1	EPN1	Homo sapiens (Human)	60				15057824
SDC2	P34741	reviewed	SDC2_HUMAN	Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362)	SDC2 HSPG1	Homo sapiens (Human)	201	cell migration [GO:0016477]; dendrite morphogenesis [GO:0048813]; regulation of dendrite morphogenesis [GO:0048814]	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; PDZ domain binding [GO:0030165]; cell migration [GO:0016477]; dendrite morphogenesis [GO:0048813]; regulation of dendrite morphogenesis [GO:0048814]	GO:0005788; GO:0005796; GO:0005886; GO:0009986; GO:0016477; GO:0030165; GO:0042802; GO:0043202; GO:0048813; GO:0048814; GO:0062023	2523388; 14702039; 16303743; 15489334; 21269460; 21406692; 22171320; 22660413; 24275569; 26091039
SDC2	A0A024R9D1	unreviewed	A0A024R9D1_HUMAN	Syndecan	SDC2 hCG_15745	Homo sapiens (Human)	201	regulation of dendrite morphogenesis [GO:0048814]	membrane [GO:0016020]; regulation of dendrite morphogenesis [GO:0048814]	GO:0016020; GO:0048814	11181995
